activity_id,customer_id,activity_date,activity_type,sales_rep,duration_minutes,outcome,next_steps
ACT_CUST_0115_4,CUST_0115,2023-09-29,Closing Call,rep_20,92,Positive,Schedule demo
ACT_CUST_0115_5,CUST_0115,2023-09-25,Proposal Sent,rep_20,110,Positive,Technical review
ACT_CUST_0115_6,CUST_0115,2023-10-12,Negotiation,rep_20,44,Neutral,Final approval
ACT_CUST_0115_7,CUST_0115,2023-10-04,Follow-up Call,rep_20,39,Neutral,Schedule demo
ACT_CUST_0115_8,CUST_0115,2023-09-30,Closing Call,rep_20,83,Neutral,Final approval
ACT_CUST_0115_9,CUST_0115,2023-09-24,Contract Review,rep_20,15,Negative,Final approval
ACT_CUST_0115_10,CUST_0115,2023-09-29,Closing Call,rep_20,21,Neutral,Technical review
ACT_CUST_0116_1,CUST_0116,2022-04-18,Closing Call,rep_9,81,Positive,Technical review
ACT_CUST_0116_2,CUST_0116,2022-05-27,Demo,rep_9,107,Positive,Technical review
ACT_CUST_0116_3,CUST_0116,2022-05-17,Negotiation,rep_9,72,Positive,Budget approval
ACT_CUST_0116_4,CUST_0116,2022-04-25,Follow-up Call,rep_9,25,Neutral,Schedule demo
ACT_CUST_0116_5,CUST_0116,2022-04-28,Closing Call,rep_9,69,Negative,Send proposal
ACT_CUST_0116_6,CUST_0116,2022-04-26,Proposal Sent,rep_9,57,Positive,Final approval
ACT_CUST_0116_7,CUST_0116,2022-04-16,Demo,rep_9,76,Positive,Schedule demo
ACT_CUST_0116_8,CUST_0116,2022-05-09,Follow-up Call,rep_9,46,Positive,Send proposal
ACT_CUST_0116_9,CUST_0116,2022-05-10,Demo,rep_9,120,Positive,Send proposal
ACT_CUST_0117_1,CUST_0117,2023-06-12,Contract Review,rep_20,112,Positive,Budget approval
ACT_CUST_0117_2,CUST_0117,2023-06-08,Demo,rep_20,25,Negative,Schedule demo
ACT_CUST_0117_3,CUST_0117,2023-05-19,Follow-up Call,rep_20,103,Positive,Send proposal
ACT_CUST_0117_4,CUST_0117,2023-04-19,Contract Review,rep_20,22,Positive,Final approval
ACT_CUST_0118_1,CUST_0118,2021-12-13,Negotiation,rep_4,21,Positive,Budget approval
ACT_CUST_0118_2,CUST_0118,2022-01-15,Demo,rep_4,94,Neutral,Send proposal
ACT_CUST_0118_3,CUST_0118,2021-12-09,Contract Review,rep_4,64,Positive,Budget approval
ACT_CUST_0118_4,CUST_0118,2021-12-17,Follow-up Call,rep_4,98,Negative,Schedule demo
ACT_CUST_0119_1,CUST_0119,2022-12-26,Proposal Sent,rep_11,28,Positive,Contract terms
ACT_CUST_0119_2,CUST_0119,2022-11-05,Negotiation,rep_11,116,Neutral,Contract terms
ACT_CUST_0119_3,CUST_0119,2022-11-11,Closing Call,rep_11,80,Positive,Budget approval
ACT_CUST_0119_4,CUST_0119,2022-12-15,Closing Call,rep_11,94,Positive,Send proposal
ACT_CUST_0119_5,CUST_0119,2022-11-12,Demo,rep_11,22,Positive,Contract terms
ACT_CUST_0119_6,CUST_0119,2022-12-11,Negotiation,rep_11,98,Neutral,Technical review
ACT_CUST_0119_7,CUST_0119,2022-12-25,Negotiation,rep_11,114,Positive,Budget approval
ACT_CUST_0119_8,CUST_0119,2022-11-28,Negotiation,rep_11,58,Positive,Schedule demo
ACT_CUST_0119_9,CUST_0119,2022-12-19,Negotiation,rep_11,99,Neutral,Schedule demo
ACT_CUST_0119_10,CUST_0119,2022-11-22,Negotiation,rep_11,119,Neutral,Schedule demo
ACT_CUST_0119_11,CUST_0119,2022-12-09,Follow-up Call,rep_11,40,Negative,Final approval
ACT_CUST_0120_1,CUST_0120,2023-03-24,Proposal Sent,rep_3,100,Positive,Final approval
ACT_CUST_0120_2,CUST_0120,2023-04-05,Negotiation,rep_3,103,Positive,Contract terms
ACT_CUST_0120_3,CUST_0120,2023-04-14,Follow-up Call,rep_3,93,Positive,Technical review
ACT_CUST_0120_4,CUST_0120,2023-03-06,Demo,rep_3,73,Neutral,Schedule demo
ACT_CUST_0120_5,CUST_0120,2023-04-08,Proposal Sent,rep_3,15,Neutral,Final approval
ACT_CUST_0120_6,CUST_0120,2023-03-13,Contract Review,rep_3,94,Positive,Budget approval
ACT_CUST_0121_1,CUST_0121,2022-04-22,Contract Review,rep_13,38,Neutral,Schedule demo
ACT_CUST_0121_2,CUST_0121,2022-05-08,Demo,rep_13,24,Positive,Contract terms
ACT_CUST_0121_3,CUST_0121,2022-04-14,Proposal Sent,rep_13,52,Positive,Final approval
ACT_CUST_0121_4,CUST_0121,2022-05-29,Follow-up Call,rep_13,20,Negative,Send proposal
ACT_CUST_0121_5,CUST_0121,2022-04-22,Follow-up Call,rep_13,37,Positive,Technical review
ACT_CUST_0121_6,CUST_0121,2022-06-11,Proposal Sent,rep_13,58,Neutral,Send proposal
ACT_CUST_0121_7,CUST_0121,2022-04-20,Proposal Sent,rep_13,17,Positive,Technical review
ACT_CUST_0121_8,CUST_0121,2022-04-12,Demo,rep_13,101,Positive,Final approval
ACT_CUST_0122_1,CUST_0122,2023-07-18,Follow-up Call,rep_11,73,Positive,Technical review
ACT_CUST_0122_2,CUST_0122,2023-08-31,Proposal Sent,rep_11,82,Negative,Contract terms
ACT_CUST_0122_3,CUST_0122,2023-08-09,Closing Call,rep_11,23,Positive,Send proposal
ACT_CUST_0122_4,CUST_0122,2023-09-13,Proposal Sent,rep_11,39,Positive,Final approval
ACT_CUST_0123_1,CUST_0123,2022-08-07,Closing Call,rep_20,46,Negative,Contract terms
ACT_CUST_0123_2,CUST_0123,2022-07-15,Negotiation,rep_20,52,Neutral,Technical review
ACT_CUST_0123_3,CUST_0123,2022-07-20,Demo,rep_20,95,Neutral,Send proposal
ACT_CUST_0123_4,CUST_0123,2022-08-15,Negotiation,rep_20,77,Positive,Schedule demo
ACT_CUST_0123_5,CUST_0123,2022-08-11,Closing Call,rep_20,93,Positive,Contract terms
ACT_CUST_0123_6,CUST_0123,2022-08-03,Closing Call,rep_20,111,Positive,Budget approval
ACT_CUST_0123_7,CUST_0123,2022-08-16,Contract Review,rep_20,37,Positive,Technical review
ACT_CUST_0123_8,CUST_0123,2022-08-17,Closing Call,rep_20,76,Neutral,Budget approval
ACT_CUST_0124_1,CUST_0124,2023-07-24,Closing Call,rep_19,116,Positive,Schedule demo
ACT_CUST_0124_2,CUST_0124,2023-07-06,Proposal Sent,rep_19,40,Positive,Send proposal
ACT_CUST_0124_3,CUST_0124,2023-07-24,Proposal Sent,rep_19,54,Positive,Budget approval
ACT_CUST_0124_4,CUST_0124,2023-08-10,Proposal Sent,rep_19,62,Positive,Schedule demo
ACT_CUST_0124_5,CUST_0124,2023-06-29,Demo,rep_19,52,Positive,Technical review
ACT_CUST_0124_6,CUST_0124,2023-07-08,Negotiation,rep_19,20,Positive,Contract terms
ACT_CUST_0124_7,CUST_0124,2023-07-18,Contract Review,rep_19,72,Positive,Budget approval
ACT_CUST_0125_1,CUST_0125,2023-10-04,Contract Review,rep_11,18,Positive,Send proposal
ACT_CUST_0125_2,CUST_0125,2023-10-03,Closing Call,rep_11,24,Positive,Schedule demo
ACT_CUST_0125_3,CUST_0125,2023-10-06,Negotiation,rep_11,80,Positive,Schedule demo
ACT_CUST_0125_4,CUST_0125,2023-10-04,Proposal Sent,rep_11,27,Positive,Technical review
ACT_CUST_0125_5,CUST_0125,2023-09-11,Negotiation,rep_11,40,Positive,Final approval
ACT_CUST_0125_6,CUST_0125,2023-10-09,Follow-up Call,rep_11,53,Neutral,Final approval
ACT_CUST_0125_7,CUST_0125,2023-10-04,Proposal Sent,rep_11,105,Neutral,Send proposal
ACT_CUST_0125_8,CUST_0125,2023-10-30,Follow-up Call,rep_11,16,Neutral,Technical review
ACT_CUST_0125_9,CUST_0125,2023-10-11,Contract Review,rep_11,66,Neutral,Final approval
ACT_CUST_0125_10,CUST_0125,2023-09-09,Contract Review,rep_11,98,Positive,Send proposal
ACT_CUST_0126_1,CUST_0126,2022-09-29,Closing Call,rep_8,110,Positive,Send proposal
ACT_CUST_0126_2,CUST_0126,2022-10-27,Negotiation,rep_8,115,Positive,Budget approval
ACT_CUST_0126_3,CUST_0126,2022-11-16,Contract Review,rep_8,58,Neutral,Technical review
ACT_CUST_0126_4,CUST_0126,2022-11-28,Proposal Sent,rep_8,69,Neutral,Final approval
ACT_CUST_0126_5,CUST_0126,2022-10-17,Proposal Sent,rep_8,71,Positive,Contract terms
ACT_CUST_0126_6,CUST_0126,2022-09-09,Follow-up Call,rep_8,32,Positive,Send proposal
ACT_CUST_0126_7,CUST_0126,2022-10-06,Closing Call,rep_8,16,Positive,Final approval
ACT_CUST_0126_8,CUST_0126,2022-11-27,Follow-up Call,rep_8,58,Positive,Budget approval
ACT_CUST_0126_9,CUST_0126,2022-11-12,Contract Review,rep_8,112,Neutral,Contract terms
ACT_CUST_0127_1,CUST_0127,2023-09-08,Negotiation,rep_19,115,Positive,Send proposal
ACT_CUST_0127_2,CUST_0127,2023-09-20,Follow-up Call,rep_19,87,Neutral,Contract terms
ACT_CUST_0127_3,CUST_0127,2023-10-13,Contract Review,rep_19,41,Negative,Schedule demo
ACT_CUST_0127_4,CUST_0127,2023-10-13,Proposal Sent,rep_19,75,Positive,Contract terms
ACT_CUST_0127_5,CUST_0127,2023-10-19,Closing Call,rep_19,53,Positive,Schedule demo
ACT_CUST_0127_6,CUST_0127,2023-09-23,Demo,rep_19,120,Neutral,Budget approval
ACT_CUST_0127_7,CUST_0127,2023-09-08,Proposal Sent,rep_19,40,Positive,Budget approval
ACT_CUST_0127_8,CUST_0127,2023-10-03,Proposal Sent,rep_19,44,Positive,Contract terms
ACT_CUST_0128_1,CUST_0128,2022-03-29,Negotiation,rep_2,16,Positive,Budget approval
ACT_CUST_0128_2,CUST_0128,2022-03-30,Proposal Sent,rep_2,29,Positive,Budget approval
ACT_CUST_0128_3,CUST_0128,2022-04-04,Closing Call,rep_2,23,Positive,Send proposal
ACT_CUST_0128_4,CUST_0128,2022-03-18,Proposal Sent,rep_2,54,Positive,Final approval
ACT_CUST_0128_5,CUST_0128,2022-04-13,Contract Review,rep_2,35,Neutral,Technical review
ACT_CUST_0128_6,CUST_0128,2022-04-09,Proposal Sent,rep_2,79,Neutral,Budget approval
ACT_CUST_0128_7,CUST_0128,2022-03-25,Proposal Sent,rep_2,15,Negative,Budget approval
ACT_CUST_0128_8,CUST_0128,2022-03-15,Contract Review,rep_2,92,Neutral,Contract terms
ACT_CUST_0128_9,CUST_0128,2022-03-27,Negotiation,rep_2,77,Positive,Contract terms
ACT_CUST_0128_10,CUST_0128,2022-03-13,Closing Call,rep_2,26,Positive,Budget approval
ACT_CUST_0129_1,CUST_0129,2022-02-28,Contract Review,rep_13,46,Positive,Contract terms
ACT_CUST_0129_2,CUST_0129,2022-03-24,Contract Review,rep_13,64,Negative,Send proposal
ACT_CUST_0129_3,CUST_0129,2022-02-20,Contract Review,rep_13,104,Negative,Send proposal
ACT_CUST_0129_4,CUST_0129,2022-02-26,Follow-up Call,rep_13,95,Positive,Final approval
ACT_CUST_0129_5,CUST_0129,2022-02-17,Closing Call,rep_13,107,Neutral,Send proposal
ACT_CUST_0129_6,CUST_0129,2022-03-30,Contract Review,rep_13,112,Positive,Technical review
ACT_CUST_0129_7,CUST_0129,2022-02-18,Demo,rep_13,79,Neutral,Technical review
ACT_CUST_0130_1,CUST_0130,2022-02-17,Proposal Sent,rep_6,79,Positive,Schedule demo
ACT_CUST_0130_2,CUST_0130,2022-01-31,Closing Call,rep_6,103,Neutral,Budget approval
ACT_CUST_0130_3,CUST_0130,2022-03-02,Follow-up Call,rep_6,110,Positive,Send proposal
ACT_CUST_0130_4,CUST_0130,2022-03-03,Demo,rep_6,16,Positive,Final approval
ACT_CUST_0130_5,CUST_0130,2022-02-06,Follow-up Call,rep_6,100,Neutral,Budget approval
ACT_CUST_0130_6,CUST_0130,2022-03-09,Demo,rep_6,25,Positive,Send proposal
ACT_CUST_0130_7,CUST_0130,2022-03-07,Proposal Sent,rep_6,75,Neutral,Send proposal
ACT_CUST_0130_8,CUST_0130,2022-02-09,Demo,rep_6,92,Positive,Technical review
ACT_CUST_0130_9,CUST_0130,2022-02-05,Negotiation,rep_6,109,Positive,Schedule demo
ACT_CUST_0130_10,CUST_0130,2022-01-25,Closing Call,rep_6,49,Positive,Technical review
ACT_CUST_0131_1,CUST_0131,2023-06-19,Negotiation,rep_2,42,Positive,Schedule demo
ACT_CUST_0131_2,CUST_0131,2023-06-27,Closing Call,rep_2,118,Positive,Final approval
ACT_CUST_0131_3,CUST_0131,2023-06-21,Closing Call,rep_2,28,Positive,Technical review
ACT_CUST_0131_4,CUST_0131,2023-06-08,Demo,rep_2,91,Positive,Budget approval
ACT_CUST_0131_5,CUST_0131,2023-06-24,Proposal Sent,rep_2,46,Positive,Send proposal
ACT_CUST_0131_6,CUST_0131,2023-05-27,Demo,rep_2,17,Positive,Schedule demo
ACT_CUST_0132_1,CUST_0132,2022-01-11,Demo,rep_3,117,Neutral,Final approval
ACT_CUST_0132_2,CUST_0132,2022-01-06,Closing Call,rep_3,36,Positive,Contract terms
ACT_CUST_0132_3,CUST_0132,2021-12-31,Follow-up Call,rep_3,56,Positive,Send proposal
ACT_CUST_0132_4,CUST_0132,2022-01-10,Negotiation,rep_3,65,Negative,Schedule demo
ACT_CUST_0132_5,CUST_0132,2022-01-12,Proposal Sent,rep_3,28,Positive,Send proposal
ACT_CUST_0132_6,CUST_0132,2021-12-22,Contract Review,rep_3,98,Positive,Budget approval
ACT_CUST_0133_1,CUST_0133,2022-01-08,Closing Call,rep_8,119,Positive,Contract terms
ACT_CUST_0133_2,CUST_0133,2022-01-22,Demo,rep_8,23,Neutral,Budget approval
ACT_CUST_0133_3,CUST_0133,2022-01-19,Negotiation,rep_8,78,Negative,Schedule demo
ACT_CUST_0133_4,CUST_0133,2022-02-08,Negotiation,rep_8,116,Negative,Contract terms
ACT_CUST_0133_5,CUST_0133,2022-01-13,Follow-up Call,rep_8,27,Positive,Final approval
ACT_CUST_0133_6,CUST_0133,2022-02-07,Contract Review,rep_8,101,Negative,Final approval
ACT_CUST_0133_7,CUST_0133,2022-01-11,Follow-up Call,rep_8,37,Neutral,Final approval
ACT_CUST_0133_8,CUST_0133,2022-01-20,Closing Call,rep_8,76,Positive,Schedule demo
ACT_CUST_0133_9,CUST_0133,2022-02-03,Negotiation,rep_8,72,Positive,Final approval
ACT_CUST_0133_10,CUST_0133,2022-02-10,Proposal Sent,rep_8,79,Positive,Schedule demo
ACT_CUST_0134_1,CUST_0134,2022-05-04,Demo,rep_20,54,Positive,Budget approval
ACT_CUST_0134_2,CUST_0134,2022-05-04,Proposal Sent,rep_20,94,Positive,Send proposal
ACT_CUST_0134_3,CUST_0134,2022-04-16,Contract Review,rep_20,52,Positive,Budget approval
ACT_CUST_0135_1,CUST_0135,2024-01-18,Negotiation,rep_8,71,Neutral,Technical review
ACT_CUST_0135_2,CUST_0135,2023-12-20,Follow-up Call,rep_8,55,Neutral,Schedule demo
ACT_CUST_0135_3,CUST_0135,2024-01-08,Contract Review,rep_8,97,Neutral,Schedule demo
ACT_CUST_0136_1,CUST_0136,2022-02-22,Proposal Sent,rep_11,84,Positive,Final approval
ACT_CUST_0136_2,CUST_0136,2022-02-23,Closing Call,rep_11,104,Neutral,Contract terms
ACT_CUST_0136_3,CUST_0136,2022-03-25,Contract Review,rep_11,81,Positive,Budget approval
ACT_CUST_0136_4,CUST_0136,2022-03-13,Demo,rep_11,23,Neutral,Schedule demo
ACT_CUST_0136_5,CUST_0136,2022-02-20,Demo,rep_11,96,Negative,Send proposal
ACT_CUST_0136_6,CUST_0136,2022-02-17,Demo,rep_11,37,Positive,Send proposal
ACT_CUST_0136_7,CUST_0136,2022-02-22,Negotiation,rep_11,25,Positive,Budget approval
ACT_CUST_0136_8,CUST_0136,2022-02-26,Proposal Sent,rep_11,107,Positive,Budget approval
ACT_CUST_0137_1,CUST_0137,2023-02-27,Follow-up Call,rep_8,88,Positive,Final approval
ACT_CUST_0137_2,CUST_0137,2023-02-22,Follow-up Call,rep_8,115,Positive,Technical review
ACT_CUST_0137_3,CUST_0137,2023-03-04,Contract Review,rep_8,36,Positive,Budget approval
ACT_CUST_0137_4,CUST_0137,2023-03-09,Negotiation,rep_8,109,Positive,Send proposal
ACT_CUST_0137_5,CUST_0137,2023-03-24,Contract Review,rep_8,17,Neutral,Budget approval
ACT_CUST_0137_6,CUST_0137,2023-02-17,Follow-up Call,rep_8,91,Positive,Contract terms
ACT_CUST_0137_7,CUST_0137,2023-03-20,Proposal Sent,rep_8,47,Positive,Technical review
ACT_CUST_0137_8,CUST_0137,2023-03-07,Follow-up Call,rep_8,63,Positive,Budget approval
ACT_CUST_0137_9,CUST_0137,2023-02-16,Follow-up Call,rep_8,32,Neutral,Send proposal
ACT_CUST_0137_10,CUST_0137,2023-02-20,Proposal Sent,rep_8,15,Positive,Contract terms
ACT_CUST_0137_11,CUST_0137,2023-03-20,Closing Call,rep_8,62,Positive,Budget approval
ACT_CUST_0137_12,CUST_0137,2023-03-04,Closing Call,rep_8,62,Positive,Technical review
ACT_CUST_0138_1,CUST_0138,2022-02-03,Demo,rep_3,30,Positive,Contract terms
ACT_CUST_0138_2,CUST_0138,2022-01-10,Proposal Sent,rep_3,112,Positive,Technical review
ACT_CUST_0138_3,CUST_0138,2022-03-06,Follow-up Call,rep_3,80,Neutral,Final approval
ACT_CUST_0138_4,CUST_0138,2022-03-02,Follow-up Call,rep_3,104,Positive,Budget approval
ACT_CUST_0138_5,CUST_0138,2022-02-05,Closing Call,rep_3,46,Positive,Schedule demo
ACT_CUST_0138_6,CUST_0138,2022-01-30,Closing Call,rep_3,105,Neutral,Final approval
ACT_CUST_0138_7,CUST_0138,2022-02-28,Closing Call,rep_3,33,Positive,Budget approval
ACT_CUST_0138_8,CUST_0138,2022-03-02,Proposal Sent,rep_3,47,Positive,Contract terms
ACT_CUST_0138_9,CUST_0138,2022-02-28,Proposal Sent,rep_3,16,Positive,Schedule demo
ACT_CUST_0138_10,CUST_0138,2022-02-26,Closing Call,rep_3,64,Positive,Contract terms
ACT_CUST_0138_11,CUST_0138,2022-01-02,Negotiation,rep_3,39,Neutral,Send proposal
ACT_CUST_0138_12,CUST_0138,2022-02-05,Follow-up Call,rep_3,103,Positive,Contract terms
ACT_CUST_0139_1,CUST_0139,2023-03-20,Closing Call,rep_19,67,Neutral,Final approval
ACT_CUST_0139_2,CUST_0139,2023-02-27,Demo,rep_19,96,Positive,Technical review
ACT_CUST_0139_3,CUST_0139,2023-03-04,Follow-up Call,rep_19,110,Positive,Final approval
ACT_CUST_0139_4,CUST_0139,2023-03-29,Closing Call,rep_19,54,Positive,Send proposal
ACT_CUST_0139_5,CUST_0139,2023-04-07,Demo,rep_19,27,Positive,Final approval
ACT_CUST_0139_6,CUST_0139,2023-03-31,Negotiation,rep_19,68,Neutral,Final approval
ACT_CUST_0139_7,CUST_0139,2023-04-01,Proposal Sent,rep_19,37,Positive,Final approval
ACT_CUST_0139_8,CUST_0139,2023-03-04,Proposal Sent,rep_19,77,Positive,Schedule demo
ACT_CUST_0139_9,CUST_0139,2023-04-03,Negotiation,rep_19,119,Positive,Send proposal
ACT_CUST_0140_1,CUST_0140,2023-04-29,Contract Review,rep_7,71,Neutral,Contract terms
ACT_CUST_0140_2,CUST_0140,2023-04-22,Closing Call,rep_7,36,Positive,Schedule demo
ACT_CUST_0140_3,CUST_0140,2023-05-05,Demo,rep_7,50,Positive,Schedule demo
ACT_CUST_0140_4,CUST_0140,2023-05-15,Proposal Sent,rep_7,76,Positive,Schedule demo
ACT_CUST_0140_5,CUST_0140,2023-04-17,Demo,rep_7,49,Neutral,Schedule demo
ACT_CUST_0141_1,CUST_0141,2023-07-06,Proposal Sent,rep_2,81,Neutral,Budget approval
ACT_CUST_0141_2,CUST_0141,2023-08-24,Negotiation,rep_2,112,Positive,Budget approval
ACT_CUST_0141_3,CUST_0141,2023-08-11,Follow-up Call,rep_2,92,Positive,Technical review
ACT_CUST_0141_4,CUST_0141,2023-09-01,Follow-up Call,rep_2,55,Neutral,Technical review
ACT_CUST_0141_5,CUST_0141,2023-08-30,Contract Review,rep_2,63,Neutral,Technical review
ACT_CUST_0141_6,CUST_0141,2023-07-29,Demo,rep_2,15,Positive,Final approval
ACT_CUST_0141_7,CUST_0141,2023-08-05,Closing Call,rep_2,32,Positive,Schedule demo
ACT_CUST_0141_8,CUST_0141,2023-08-17,Follow-up Call,rep_2,104,Neutral,Send proposal
ACT_CUST_0141_9,CUST_0141,2023-08-01,Contract Review,rep_2,94,Neutral,Budget approval
ACT_CUST_0141_10,CUST_0141,2023-08-15,Contract Review,rep_2,99,Positive,Final approval
ACT_CUST_0141_11,CUST_0141,2023-07-28,Demo,rep_2,96,Positive,Schedule demo
ACT_CUST_0141_12,CUST_0141,2023-09-06,Follow-up Call,rep_2,101,Positive,Contract terms
ACT_CUST_0142_1,CUST_0142,2022-09-05,Follow-up Call,rep_20,69,Negative,Budget approval
ACT_CUST_0142_2,CUST_0142,2022-09-07,Closing Call,rep_20,64,Positive,Send proposal
ACT_CUST_0142_3,CUST_0142,2022-09-11,Negotiation,rep_20,88,Neutral,Final approval
ACT_CUST_0142_4,CUST_0142,2022-10-16,Demo,rep_20,31,Positive,Schedule demo
ACT_CUST_0142_5,CUST_0142,2022-09-27,Closing Call,rep_20,85,Negative,Budget approval
ACT_CUST_0142_6,CUST_0142,2022-09-14,Contract Review,rep_20,29,Positive,Contract terms
ACT_CUST_0142_7,CUST_0142,2022-09-21,Proposal Sent,rep_20,42,Positive,Final approval
ACT_CUST_0142_8,CUST_0142,2022-09-06,Demo,rep_20,70,Negative,Schedule demo
ACT_CUST_0142_9,CUST_0142,2022-09-13,Follow-up Call,rep_20,64,Neutral,Send proposal
ACT_CUST_0143_1,CUST_0143,2022-12-23,Demo,rep_16,100,Positive,Contract terms
ACT_CUST_0143_2,CUST_0143,2022-12-19,Closing Call,rep_16,77,Positive,Final approval
ACT_CUST_0143_3,CUST_0143,2022-11-20,Proposal Sent,rep_16,88,Neutral,Contract terms
ACT_CUST_0143_4,CUST_0143,2022-10-25,Closing Call,rep_16,58,Positive,Final approval
ACT_CUST_0143_5,CUST_0143,2022-12-30,Closing Call,rep_16,107,Positive,Final approval
ACT_CUST_0143_6,CUST_0143,2022-12-12,Contract Review,rep_16,118,Positive,Technical review
ACT_CUST_0143_7,CUST_0143,2022-10-30,Follow-up Call,rep_16,26,Positive,Technical review
ACT_CUST_0144_1,CUST_0144,2022-04-23,Demo,rep_7,88,Positive,Technical review
ACT_CUST_0144_2,CUST_0144,2022-03-18,Negotiation,rep_7,109,Positive,Schedule demo
ACT_CUST_0144_3,CUST_0144,2022-04-08,Negotiation,rep_7,39,Neutral,Budget approval
ACT_CUST_0144_4,CUST_0144,2022-03-13,Follow-up Call,rep_7,117,Neutral,Send proposal
ACT_CUST_0144_5,CUST_0144,2022-04-01,Closing Call,rep_7,92,Positive,Schedule demo
ACT_CUST_0144_6,CUST_0144,2022-03-20,Demo,rep_7,83,Neutral,Technical review
ACT_CUST_0144_7,CUST_0144,2022-02-24,Follow-up Call,rep_7,43,Positive,Budget approval
ACT_CUST_0144_8,CUST_0144,2022-02-24,Negotiation,rep_7,51,Positive,Final approval
ACT_CUST_0144_9,CUST_0144,2022-04-19,Demo,rep_7,91,Positive,Contract terms
ACT_CUST_0144_10,CUST_0144,2022-04-17,Demo,rep_7,50,Negative,Final approval
ACT_CUST_0144_11,CUST_0144,2022-04-06,Contract Review,rep_7,95,Neutral,Budget approval
ACT_CUST_0144_12,CUST_0144,2022-03-10,Closing Call,rep_7,63,Positive,Technical review
ACT_CUST_0145_1,CUST_0145,2023-11-24,Closing Call,rep_8,21,Negative,Send proposal
ACT_CUST_0145_2,CUST_0145,2023-11-13,Closing Call,rep_8,65,Positive,Final approval
ACT_CUST_0145_3,CUST_0145,2023-10-28,Demo,rep_8,85,Positive,Budget approval
ACT_CUST_0145_4,CUST_0145,2023-11-22,Contract Review,rep_8,59,Neutral,Budget approval
ACT_CUST_0145_5,CUST_0145,2023-10-24,Negotiation,rep_8,108,Positive,Final approval
ACT_CUST_0145_6,CUST_0145,2023-10-30,Closing Call,rep_8,85,Positive,Send proposal
ACT_CUST_0146_1,CUST_0146,2023-04-27,Contract Review,rep_2,98,Positive,Send proposal
ACT_CUST_0146_2,CUST_0146,2023-05-10,Closing Call,rep_2,76,Positive,Send proposal
ACT_CUST_0146_3,CUST_0146,2023-04-18,Proposal Sent,rep_2,117,Neutral,Final approval
ACT_CUST_0146_4,CUST_0146,2023-03-29,Follow-up Call,rep_2,107,Neutral,Schedule demo
ACT_CUST_0146_5,CUST_0146,2023-04-12,Contract Review,rep_2,69,Neutral,Send proposal
ACT_CUST_0146_6,CUST_0146,2023-04-03,Demo,rep_2,60,Negative,Send proposal
ACT_CUST_0146_7,CUST_0146,2023-04-03,Demo,rep_2,80,Neutral,Contract terms
ACT_CUST_0146_8,CUST_0146,2023-05-10,Proposal Sent,rep_2,95,Neutral,Send proposal
ACT_CUST_0146_9,CUST_0146,2023-04-01,Demo,rep_2,45,Positive,Technical review
ACT_CUST_0146_10,CUST_0146,2023-04-14,Closing Call,rep_2,110,Positive,Final approval
ACT_CUST_0146_11,CUST_0146,2023-04-06,Contract Review,rep_2,119,Neutral,Technical review
ACT_CUST_0146_12,CUST_0146,2023-05-11,Follow-up Call,rep_2,16,Positive,Schedule demo
ACT_CUST_0147_1,CUST_0147,2023-11-22,Demo,rep_17,90,Positive,Contract terms
ACT_CUST_0147_2,CUST_0147,2023-12-05,Follow-up Call,rep_17,103,Neutral,Contract terms
ACT_CUST_0147_3,CUST_0147,2023-11-20,Contract Review,rep_17,76,Negative,Final approval
ACT_CUST_0147_4,CUST_0147,2023-12-03,Follow-up Call,rep_17,88,Positive,Technical review
ACT_CUST_0147_5,CUST_0147,2023-11-15,Closing Call,rep_17,116,Positive,Budget approval
ACT_CUST_0147_6,CUST_0147,2023-12-16,Demo,rep_17,65,Positive,Contract terms
ACT_CUST_0147_7,CUST_0147,2023-12-07,Contract Review,rep_17,23,Positive,Contract terms
ACT_CUST_0147_8,CUST_0147,2023-12-08,Closing Call,rep_17,119,Neutral,Schedule demo
ACT_CUST_0147_9,CUST_0147,2023-12-18,Proposal Sent,rep_17,99,Neutral,Send proposal
ACT_CUST_0147_10,CUST_0147,2023-12-11,Closing Call,rep_17,38,Positive,Budget approval
ACT_CUST_0148_1,CUST_0148,2023-06-04,Proposal Sent,rep_4,88,Positive,Send proposal
ACT_CUST_0148_2,CUST_0148,2023-06-09,Negotiation,rep_4,47,Neutral,Schedule demo
ACT_CUST_0148_3,CUST_0148,2023-06-09,Demo,rep_4,79,Positive,Contract terms
ACT_CUST_0148_4,CUST_0148,2023-06-17,Contract Review,rep_4,99,Positive,Technical review
ACT_CUST_0148_5,CUST_0148,2023-06-05,Negotiation,rep_4,115,Positive,Contract terms
ACT_CUST_0148_6,CUST_0148,2023-07-14,Proposal Sent,rep_4,88,Positive,Technical review
ACT_CUST_0148_7,CUST_0148,2023-07-21,Follow-up Call,rep_4,92,Positive,Send proposal
ACT_CUST_0148_8,CUST_0148,2023-08-06,Demo,rep_4,99,Neutral,Send proposal
ACT_CUST_0149_1,CUST_0149,2022-10-02,Proposal Sent,rep_5,32,Neutral,Send proposal
ACT_CUST_0149_2,CUST_0149,2022-10-16,Follow-up Call,rep_5,50,Positive,Contract terms
ACT_CUST_0149_3,CUST_0149,2022-10-08,Demo,rep_5,85,Positive,Budget approval
ACT_CUST_0149_4,CUST_0149,2022-10-19,Proposal Sent,rep_5,66,Positive,Technical review
